node	RT_K101E	sensitive
sensitive	0.0	1.0
16444	0.0	1.0
sensitive	0.0	1.0
28679	0.0	1.0
sensitive	0.0	1.0
n70070	0.002685507324243553	0.9973144926757564
n70071	0.0027457848252531074	0.9972542151747469
n70076	0.003328621394871077	0.9966713786051289
n70072	2.9323869800902057e-05	0.9999706761301992
31164	0.0	1.0
72442	0.0	1.0
7775	0.0	1.0
47730	0.0	1.0
76886	0.0	1.0
sensitive	0.0	1.0
87500	0.0	1.0
sensitive	0.0	1.0
28272	0.0	1.0
sensitive	0.0	1.0
82594	0.0	1.0
sensitive	0.0	1.0
n70051	0.00329447621854411	0.9967055237814559
n70052	0.00374547812420978	0.9962545218757902
30959	0.0	1.0
50993	0.0	1.0
26205	0.0	1.0
sensitive	0.0	1.0
n70047	0.0030609810615462047	0.9969390189384538
52795	0.0	1.0
27386	0.0	1.0
sensitive	0.0	1.0
n70035	0.0007217610978547477	0.9992782389021453
n70036	0.00084836661475233	0.9991516333852477
n70044	0.0011710904643339865	0.9988289095356659
34163	0.0	1.0
n70038	0.0013042500784608646	0.9986957499215391
63718	0.0	1.0
67333	0.0	1.0
35398	0.0	1.0
n70040	1.9361635532073813e-07	0.9999998063836447
7335	0.0	1.0
42162	0.0	1.0
18315	0.0	1.0
sensitive	0.0	1.0
6160	0.0	1.0
sensitive	0.0	1.0
53456	0.0	1.0
sensitive	0.0	1.0
74785	1.0	0.0
sensitive	0.0	1.0
n70024	5.258979951869934e-07	0.9999994741020048
n70025	0.00039910873833097244	0.999600891261669
44769	0.0	1.0
20411	0.0	1.0
9901	0.0	1.0
sensitive	0.0	1.0
n70012	0.001963751681373824	0.9980362483186263
n70013	0.001408133450090313	0.9985918665499097
n70016	0.0022098310043613084	0.9977901689956387
6007	0.0	1.0
18866	0.0	1.0
67482	0.0	1.0
64113	0.0	1.0
n70018	0.000637741867109254	0.9993622581328908
74242	0.0	1.0
n70020	2.692438853296693e-07	0.9999997307561147
29487	0.0	1.0
3082	0.0	1.0
sensitive	0.0	1.0
66470	0.0	1.0
sensitive	0.0	1.0
77456	0.0	1.0
sensitive	0.0	1.0
n70005	0.0021999713530210185	0.997800028646979
37715	0.0	1.0
21801	0.0	1.0
sensitive	0.0	1.0
43251	0.0	1.0
sensitive	0.0	1.0
45411	0.0	1.0
sensitive	0.0	1.0
73103	0.0	1.0
sensitive	0.0	1.0
n69994	0.0028955907445573003	0.9971044092554426
61680	0.0	1.0
22161	0.0	1.0
sensitive	0.0	1.0
n69989	0.0022012922536579988	0.997798707746342
n69990	4.615524830953632e-07	0.9999995384475169
36106	0.0	1.0
38000	0.0	1.0
52132	0.0	1.0
sensitive	0.0	1.0
7427	0.0	1.0
sensitive	0.0	1.0
n69980	0.002150460537956955	0.997849539462043
11038	0.0	1.0
n69982	0.00011309748959918694	0.9998869025104008
10671	0.0	1.0
40181	0.0	1.0
sensitive	0.0	1.0
81343	0.0	1.0
sensitive	0.0	1.0
6673	0.0	1.0
sensitive	0.0	1.0
45115	0.0	1.0
sensitive	0.0	1.0
n69971	0.0004988146950490603	0.999501185304951
42290	0.0	1.0
n69973	0.00025480155233379836	0.9997451984476662
33292	0.0	1.0
42876	0.0	1.0
sensitive	0.0	1.0
70169	0.0	1.0
sensitive	0.0	1.0
n69966	0.0002550614055703724	0.9997449385944296
48320	0.0	1.0
45366	0.0	1.0
sensitive	0.0	1.0
n69961	0.00141134475982613	0.9985886552401738
n69962	8.711583094820334e-06	0.9999912884169052
9145	0.0	1.0
86939	0.0	1.0
3460	0.0	1.0
sensitive	0.0	1.0
17512	0.0	1.0
sensitive	0.0	1.0
n69943	0.0005677184921537119	0.9994322815078464
43667	0.0	1.0
n69945	0.00025906966655587404	0.9997409303334441
7990	0.0	1.0
n69947	0.0001486277266478059	0.9998513722733522
n69953	0.00028809623524050075	0.9997119037647595
n69948	0.001965325764150891	0.9980346742358491
54874	0.0	1.0
15542	0.0	1.0
13822	0.0	1.0
n69955	1.424174761068144e-05	0.9999857582523893
82047	0.0	1.0
68290	0.0	1.0
16671	0.0	1.0
73785	0.0	1.0
sensitive	0.0	1.0
n69940	0.0012330332390945871	0.9987669667609054
33331	0.0	1.0
6959	0.0	1.0
sensitive	0.0	1.0
87975	0.0	1.0
sensitive	0.0	1.0
n69934	0.0007870825236706974	0.9992129174763293
10574	0.0	1.0
79817	0.0	1.0
sensitive	0.0	1.0
49486	0.0	1.0
sensitive	0.0	1.0
27969	0.0	1.0
sensitive	0.0	1.0
n69922	0.0024276592095053133	0.9975723407904947
56231	0.0	1.0
n69924	0.0013128714566925975	0.9986871285433074
78778	0.0	1.0
n69926	0.0012907836195226712	0.9987092163804774
14259	0.0	1.0
63161	0.0	1.0
sensitive	0.0	1.0
n69911	0.00036731880759683966	0.9996326811924031
n69912	0.00036703719974465855	0.9996329628002554
51274	0.0	1.0
n69913	2.813759743826251e-07	0.9999997186240256
36128	0.0	1.0
82550	0.0	1.0
78293	0.0	1.0
sensitive	0.0	1.0
58341	0.0	1.0
sensitive	0.0	1.0
n69901	0.0004373874376213663	0.9995626125623787
n69902	0.0004750120447323125	0.9995249879552677
72443	0.0	1.0
80441	0.0	1.0
n69904	0.00047469052055749126	0.9995253094794425
82573	0.0	1.0
13677	0.0	1.0
6347	0.0	1.0
sensitive	0.0	1.0
n69898	2.9454362021246746e-07	0.9999997054563797
25160	0.0	1.0
31364	0.0	1.0
sensitive	0.0	1.0
n69890	0.0011431205878134098	0.9988568794121866
51260	0.0	1.0
n69892	1.3700621961592166e-05	0.9999862993780384
28995	0.0	1.0
27891	0.0	1.0
68543	0.0	1.0
62226	0.0	1.0
sensitive	0.0	1.0
51289	0.0	1.0
sensitive	0.0	1.0
n69885	0.0031480657462713223	0.9968519342537286
21002	0.0	1.0
25129	0.0	1.0
sensitive	0.0	1.0
80696	0.0	1.0
sensitive	0.0	1.0
64958	0.0	1.0
sensitive	0.0	1.0
48473	0.0	1.0
sensitive	0.0	1.0
57	0.0	1.0
sensitive	0.0	1.0
76502	0.0	1.0
sensitive	0.0	1.0
12546	0.0	1.0
sensitive	0.0	1.0
21038	0.0	1.0
sensitive	0.0	1.0
16519	0.0	1.0
sensitive	0.0	1.0
1297	0.0	1.0
sensitive	0.0	1.0
72221	0.0	1.0
sensitive	0.0	1.0
38152	0.0	1.0
sensitive	0.0	1.0
n69866	0.0017599160133007004	0.9982400839866993
68053	0.0	1.0
82455	0.0	1.0
sensitive	0.0	1.0
n69857	0.0001296969667087195	0.9998703030332913
49980	0.0	1.0
n69859	0.0017427638057484851	0.9982572361942516
20764	0.0	1.0
n69861	0.0023205338108397574	0.9976794661891603
n69862	4.0716951353143925e-08	0.9999999592830486
35718	0.0	1.0
67939	0.0	1.0
79912	0.0	1.0
sensitive	0.0	1.0
14810	0.0	1.0
sensitive	0.0	1.0
4422	0.0	1.0
sensitive	0.0	1.0
50476	0.0	1.0
sensitive	0.0	1.0
83613	0.0	1.0
sensitive	0.0	1.0
37923	0.0	1.0
sensitive	0.0	1.0
77099	0.0	1.0
sensitive	0.0	1.0
49482	0.0	1.0
sensitive	0.0	1.0
18703	0.0	1.0
sensitive	0.0	1.0
41605	0.0	1.0
sensitive	0.0	1.0
n69832	9.255702181692868e-08	0.9999999074429782
11965	0.0	1.0
10913	0.0	1.0
sensitive	0.0	1.0
47697	0.0	1.0
sensitive	0.0	1.0
68422	0.0	1.0
sensitive	0.0	1.0
70025	0.0	1.0
sensitive	0.0	1.0
71971	0.0	1.0
sensitive	0.0	1.0
29338	0.0	1.0
sensitive	0.0	1.0
n69819	0.001984218853824945	0.9980157811461751
23332	0.0	1.0
2597	0.0	1.0
sensitive	0.0	1.0
53698	0.0	1.0
sensitive	0.0	1.0
63664	0.0	1.0
sensitive	0.0	1.0
13792	0.0	1.0
sensitive	0.0	1.0
66934	0.0	1.0
sensitive	0.0	1.0
14629	0.0	1.0
sensitive	0.0	1.0
76422	0.0	1.0
sensitive	0.0	1.0
87381	1.0	0.0
sensitive	0.0	1.0
n69783	0.0006179387095694512	0.9993820612904306
27664	0.0	1.0
n69785	0.001104628957232377	0.9988953710427676
80659	0.0	1.0
n69787	0.0018043580323596862	0.9981956419676403
n69788	0.0007311950795552462	0.9992688049204447
n69802	0.0006420206919353819	0.9993579793080647
76641	0.0	1.0
53423	0.0	1.0
n69791	0.00022499960360557707	0.9997750003963944
11157	0.0	1.0
74011	0.0	1.0
34405	0.0	1.0
85724	0.0	1.0
n69794	0.0002253085545898136	0.9997746914454102
39039	0.0	1.0
n69795	0.00032412077997424194	0.9996758792200258
n69798	5.6227428927101023e-11	0.9999999999437726
77602	0.0	1.0
53446	0.0	1.0
23406	0.0	1.0
56643	0.0	1.0
sensitive	0.0	1.0
n69780	0.002058658208040712	0.9979413417919593
82251	0.0	1.0
38910	0.0	1.0
sensitive	0.0	1.0
73712	0.0	1.0
sensitive	0.0	1.0
79783	0.0	1.0
sensitive	0.0	1.0
62249	0.0	1.0
sensitive	0.0	1.0
73067	0.0	1.0
sensitive	0.0	1.0
26603	0.0	1.0
sensitive	0.0	1.0
80209	0.0	1.0
sensitive	0.0	1.0
58072	0.0	1.0
sensitive	0.0	1.0
n69759	0.0005700699672093467	0.9994299300327907
87605	0.0	1.0
41142	0.0	1.0
sensitive	0.0	1.0
15118	0.0	1.0
sensitive	0.0	1.0
81314	0.0	1.0
sensitive	0.0	1.0
n69753	0.0002650726892570547	0.9997349273107429
85091	0.0	1.0
36067	0.0	1.0
sensitive	0.0	1.0
48854	0.0	1.0
sensitive	0.0	1.0
13996	0.0	1.0
sensitive	0.0	1.0
75513	0.0	1.0
sensitive	0.0	1.0
63247	0.0	1.0
sensitive	0.0	1.0
83084	0.0	1.0
sensitive	0.0	1.0
463	0.0	1.0
sensitive	0.0	1.0
15415	0.0	1.0
sensitive	0.0	1.0
41130	0.0	1.0
sensitive	0.0	1.0
3571	0.0	1.0
sensitive	0.0	1.0
19269	0.0	1.0
sensitive	0.0	1.0
73317	0.0	1.0
sensitive	0.0	1.0
9487	0.0	1.0
sensitive	0.0	1.0
58099	0.0	1.0
sensitive	0.0	1.0
63133	0.0	1.0
sensitive	0.0	1.0
n69722	0.000742066283551462	0.9992579337164486
n69723	0.000668581887369779	0.9993314181126302
21223	0.0	1.0
32043	0.0	1.0
48539	0.0	1.0
sensitive	0.0	1.0
n69719	0.0024937553581723497	0.9975062446418277
44159	0.0	1.0
83369	0.0	1.0
sensitive	0.0	1.0
n69713	0.003202625761599607	0.9967973742384004
48755	0.0	1.0
68131	0.0	1.0
sensitive	0.0	1.0
n69710	0.0014709591749852947	0.9985290408250147
20935	0.0	1.0
84957	0.0	1.0
sensitive	0.0	1.0
31464	0.0	1.0
sensitive	0.0	1.0
50590	0.0	1.0
sensitive	0.0	1.0
n69704	0.00267227607980448	0.9973277239201955
53232	0.0	1.0
30504	0.0	1.0
sensitive	0.0	1.0
60142	0.0	1.0
sensitive	0.0	1.0
17750	0.0	1.0
sensitive	0.0	1.0
16140	0.0	1.0
sensitive	0.0	1.0
13712	0.0	1.0
sensitive	0.0	1.0
74493	0.0	1.0
sensitive	0.0	1.0
n69681	0.0008014909636155463	0.9991985090363844
46492	0.0	1.0
n69683	0.0008016979150399169	0.9991983020849601
59238	0.0	1.0
n69685	0.0008020282681624827	0.9991979717318376
36975	0.0	1.0
79663	0.0	1.0
sensitive	0.0	1.0
n69673	0.0006336731032018314	0.9993663268967982
n69674	0.0009499586727400749	0.9990500413272599
n69677	0.0006337476770126661	0.9993662523229874
85555	0.0	1.0
47715	0.0	1.0
18054	0.0	1.0
58537	0.0	1.0
84476	0.0	1.0
sensitive	0.0	1.0
69938	0.0	1.0
sensitive	0.0	1.0
52537	0.0	1.0
sensitive	0.0	1.0
85211	0.0	1.0
sensitive	0.0	1.0
57334	0.0	1.0
sensitive	0.0	1.0
11751	0.0	1.0
sensitive	0.0	1.0
11966	0.0	1.0
sensitive	0.0	1.0
n69654	0.001974529755651322	0.9980254702443486
32921	0.0	1.0
69434	0.0	1.0
sensitive	0.0	1.0
76894	0.0	1.0
sensitive	0.0	1.0
1035	0.0	1.0
sensitive	0.0	1.0
63285	0.0	1.0
sensitive	0.0	1.0
14441	0.0	1.0
sensitive	0.0	1.0
84033	0.0	1.0
sensitive	0.0	1.0
n69639	0.0021951768331457144	0.9978048231668543
60054	0.0	1.0
n69641	0.002195360973585312	0.9978046390264147
3027	0.0	1.0
n69643	0.0024068784071191447	0.9975931215928808
10576	0.0	1.0
75284	0.0	1.0
sensitive	0.0	1.0
61479	0.0	1.0
sensitive	0.0	1.0
43465	0.0	1.0
sensitive	0.0	1.0
n69632	0.0014383856258231864	0.9985616143741769
27530	0.0	1.0
81493	0.0	1.0
51946	0.0	1.0
sensitive	0.0	1.0
6898	0.0	1.0
sensitive	0.0	1.0
10926	0.0	1.0
sensitive	0.0	1.0
n69547	1.6046427263181564e-06	0.9999983953572738
64820	0.0	1.0
n69549	1.2023933556769162e-06	0.9999987976066443
n69550	1.1368300662882274e-06	0.9999988631699337
n69607	1.314931280350921e-06	0.9999986850687197
n69551	0.0016904666335080668	0.998309533366492
n69554	1.0779509815597533e-06	0.9999989220490184
n69608	8.019870729521448e-06	0.9999919801292705
37984	0.0	1.0
51233	0.0	1.0
77139	0.0	1.0
n69555	1.0275414720474588e-06	0.999998972458528
79339	0.0	1.0
n69609	6.016853622716852e-05	0.9999398314637729
n69623	0.00047601779884060545	0.9995239822011595
13183	0.0	1.0
n69556	1.019576205639086e-06	0.9999989804237944
n69596	9.701297832544493e-05	0.9999029870216746
20184	0.0	1.0
53162	0.0	1.0
28351	0.0	1.0
n69613	6.0137576486498014e-05	0.9999398624235135
29604	0.0	1.0
40256	0.0	1.0
74768	0.0	1.0
n69558	1.0183381427565859e-06	0.9999989816618572
17418	0.0	1.0
n69597	0.000287619923882357	0.9997123800761177
12899	0.0	1.0
n69601	0.00020613954320606258	0.999793860456794
n69614	0.0001627887726053995	0.9998372112273946
n69619	3.737194354794919e-07	0.9999996262805645
10380	0.0	1.0
n69559	1.0550517107053205e-06	0.9999989449482893
n69578	1.1675076045154965e-06	0.9999988324923955
13311	0.0	1.0
45790	0.0	1.0
58476	0.0	1.0
n69603	0.00020619630693779039	0.9997938036930623
n69615	0.00040872214288332294	0.9995912778571168
67489	0.0	1.0
8678	0.0	1.0
27054	0.0	1.0
n69560	0.0001357318226891897	0.9998642681773108
n69565	1.1097381425073317e-06	0.9999988902618575
45213	0.0	1.0
n69580	0.0008693223642326738	0.9991306776357672
n69590	1.462654956938353e-06	0.9999985373450431
23155	0.0	1.0
16892	0.0	1.0
42503	0.0	1.0
22053	0.0	1.0
n69561	1.522441848136667e-07	0.9999998477558152
73927	0.0	1.0
n69566	7.717938402201428e-05	0.9999228206159779
n69570	1.2041336433250307e-06	0.9999987958663566
n69581	0.0007872131507442795	0.9992127868492557
33483	0.0	1.0
n69591	3.3985602029334627e-08	0.9999999660143979
76399	0.0	1.0
66363	0.0	1.0
69410	0.0	1.0
54104	0.0	1.0
18292	0.0	1.0
39259	0.0	1.0
21387	0.0	1.0
84961	0.0	1.0
n69573	8.20479620409166e-05	0.9999179520379591
n69582	0.00108861249115645	0.9989113875088436
n69585	0.000406814450357019	0.999593185549643
77411	0.0	1.0
52161	0.0	1.0
81022	0.0	1.0
n69575	0.0002734588018290472	0.9997265411981711
83320	0.0	1.0
62396	0.0	1.0
81897	0.0	1.0
75588	0.0	1.0
60789	0.0	1.0
31259	0.0	1.0
78009	0.0	1.0
sensitive	0.0	1.0
1883	0.0	1.0
sensitive	0.0	1.0
9650	0.0	1.0
sensitive	0.0	1.0
n69536	0.0004709564172111574	0.9995290435827888
69636	0.0	1.0
n69538	5.861430660462409e-05	0.9999413856933954
611	0.0	1.0
n69540	0.0006860794908471395	0.9993139205091528
16060	0.0	1.0
32272	0.0	1.0
sensitive	0.0	1.0
67133	0.0	1.0
sensitive	0.0	1.0
7276	0.0	1.0
sensitive	0.0	1.0
n69471	0.0014794836669695549	0.9985205163330304
n69472	0.0025698059867780704	0.9974301940132219
n69481	0.00284674475886267	0.9971532552411374
n69473	0.0008555909549988566	0.9991444090450011
n69476	0.0006829537024242183	0.9993170462975759
43021	0.0	1.0
n69483	0.0001865873543619807	0.999813412645638
30471	0.0	1.0
86161	0.0	1.0
34528	0.0	1.0
n69478	0.0006828888999939357	0.9993171111000061
n69484	3.6108026471526916e-05	0.9999638919735285
24009	0.0	1.0
n69488	0.00018662553622688272	0.999813374463773
86280	0.0	1.0
79882	0.0	1.0
49702	0.0	1.0
29889	0.0	1.0
n69489	0.0004269846107321331	0.9995730153892679
n69494	0.00011982390567955148	0.9998801760943206
55742	0.0	1.0
n69491	0.000367906644511448	0.9996320933554885
n69495	0.00012029954410637407	0.9998797004558936
n69505	3.8394887928092886e-06	0.9999961605112072
47701	0.0	1.0
65730	0.0	1.0
n69496	0.00011716828527888656	0.9998828317147211
n69499	1.0023349827414051e-07	0.9999998997665017
n69506	6.785009945709059e-05	0.9999321499005429
n69509	3.872644300966266e-06	0.9999961273556991
2847	0.0	1.0
61235	0.0	1.0
47377	0.0	1.0
723	0.0	1.0
26859	0.0	1.0
83412	0.0	1.0
2743	0.0	1.0
20783	0.0	1.0
53339	0.0	1.0
60566	0.0	1.0
40574	0.0	1.0
67510	0.0	1.0
n69511	4.868202480251463e-05	0.9999513179751974
n69519	0.00017943896146214652	0.9998205610385378
n69512	4.875307104993076e-05	0.9999512469289501
45921	0.0	1.0
7713	0.0	1.0
n69520	4.2864167741237264e-08	0.9999999571358322
n69523	1.4208995091239327e-05	0.9999857910049087
18636	0.0	1.0
n69514	4.0597768947684095e-08	0.9999999594022311
17714	0.0	1.0
58562	0.0	1.0
18537	0.0	1.0
46782	0.0	1.0
n69526	1.814544581741279e-11	0.9999999999818546
8752	0.0	1.0
40390	0.0	1.0
424	0.0	1.0
74874	0.0	1.0
sensitive	0.0	1.0
n69457	0.0011395226264184234	0.9988604773735816
n69458	0.0036794229008202534	0.9963205770991798
35359	0.0	1.0
13165	0.0	1.0
n69460	0.0036794895252298438	0.9963205104747701
69021	0.0	1.0
n69462	7.070397514942695e-06	0.9999929296024851
n69463	6.9216376692885215e-06	0.9999930783623308
57064	0.0	1.0
45774	0.0	1.0
71153	0.0	1.0
n69466	7.83799132743224e-08	0.9999999216200868
39077	0.0	1.0
26546	0.0	1.0
sensitive	0.0	1.0
n69453	0.0007779212587355853	0.9992220787412645
20292	0.0	1.0
73087	0.0	1.0
sensitive	0.0	1.0
n69440	0.0003951067162290911	0.999604893283771
n69441	0.0011078565176475097	0.9988921434823526
38488	0.0	1.0
n69445	0.0003951480013860819	0.9996048519986139
33851	0.0	1.0
42768	0.0	1.0
n69446	5.964243029307092e-07	0.999999403575697
23296	0.0	1.0
64599	0.0	1.0
n69448	2.733858164526325e-07	0.9999997266141836
23339	0.0	1.0
57508	0.0	1.0
sensitive	0.0	1.0
n69436	2.335558123160788e-07	0.9999997664441876
6105	0.0	1.0
54575	0.0	1.0
sensitive	0.0	1.0
n69430	2.901491374217673e-07	0.9999997098508626
67084	0.0	1.0
2733	0.0	1.0
sensitive	0.0	1.0
22626	0.0	1.0
sensitive	0.0	1.0
43698	0.0	1.0
sensitive	0.0	1.0
n69424	0.0021921434023654874	0.9978078565976346
69952	0.0	1.0
11498	0.0	1.0
sensitive	0.0	1.0
18103	0.0	1.0
sensitive	0.0	1.0
n69416	0.0009822850801150464	0.9990177149198849
13177	0.0	1.0
62767	0.0	1.0
sensitive	0.0	1.0
48325	0.0	1.0
sensitive	0.0	1.0
41199	0.0	1.0
sensitive	0.0	1.0
63848	0.0	1.0
sensitive	0.0	1.0
62879	0.0	1.0
sensitive	0.0	1.0
79619	0.0	1.0
sensitive	0.0	1.0
13027	0.0	1.0
sensitive	0.0	1.0
80451	0.0	1.0
sensitive	0.0	1.0
13313	0.0	1.0
sensitive	0.0	1.0
35040	0.0	1.0
sensitive	0.0	1.0
42633	0.0	1.0
sensitive	0.0	1.0
51707	0.0	1.0
sensitive	0.0	1.0
39407	0.0	1.0
sensitive	0.0	1.0
8258	0.0	1.0
sensitive	0.0	1.0
n69381	0.00114921832925426	0.9988507816707457
69752	0.0	1.0
n69383	0.0019698460587735103	0.9980301539412264
n69384	0.0013994964438273777	0.9986005035561726
n69387	0.002295457866256409	0.9977045421337436
887	0.0	1.0
7512	0.0	1.0
27135	0.0	1.0
24039	0.0	1.0
sensitive	0.0	1.0
45537	0.0	1.0
sensitive	0.0	1.0
36230	0.0	1.0
sensitive	0.0	1.0
13565	0.0	1.0
sensitive	0.0	1.0
n69372	5.010614824686579e-07	0.9999994989385176
86369	0.0	1.0
42799	0.0	1.0
sensitive	0.0	1.0
45527	0.0	1.0
sensitive	0.0	1.0
67231	0.0	1.0
sensitive	0.0	1.0
22560	0.0	1.0
sensitive	0.0	1.0
n69361	0.002407838249075664	0.9975921617509244
11764	0.0	1.0
n69363	0.0014804420953102124	0.9985195579046897
42747	0.0	1.0
75303	0.0	1.0
sensitive	0.0	1.0
n69356	0.0008397953265440461	0.999160204673456
68016	0.0	1.0
n69358	0.0008393613431424519	0.9991606386568574
7720	0.0	1.0
75755	0.0	1.0
sensitive	0.0	1.0
57155	0.0	1.0
sensitive	0.0	1.0
n69348	5.73607519763154e-07	0.9999994263924802
50213	0.0	1.0
30457	0.0	1.0
sensitive	0.0	1.0
n69343	4.220282415310331e-07	0.9999995779717585
n69344	3.9933136871106975e-08	0.9999999600668631
17275	0.0	1.0
64972	0.0	1.0
45822	0.0	1.0
sensitive	0.0	1.0
n69332	0.0020887719114423965	0.9979112280885576
57163	0.0	1.0
n69334	0.0009196186674959871	0.9990803813325041
43452	0.0	1.0
n69336	2.079843157355715e-07	0.9999997920156842
34463	0.0	1.0
n69338	8.705186597008304e-09	0.9999999912948133
66564	0.0	1.0
33317	0.0	1.0
sensitive	0.0	1.0
30097	0.0	1.0
sensitive	0.0	1.0
55910	0.0	1.0
sensitive	0.0	1.0
n69324	0.0004994133379127324	0.9995005866620873
58061	0.0	1.0
64695	0.0	1.0
27393	0.0	1.0
sensitive	0.0	1.0
n69321	0.0011803662890997291	0.9988196337109002
8364	0.0	1.0
14740	0.0	1.0
sensitive	0.0	1.0
63959	0.0	1.0
sensitive	0.0	1.0
n69315	0.0014055453008998836	0.9985944546991001
58586	0.0	1.0
n69317	0.0007957361263640085	0.999204263873636
61345	0.0	1.0
69466	0.0	1.0
sensitive	0.0	1.0
48474	0.0	1.0
sensitive	0.0	1.0
34357	0.0	1.0
sensitive	0.0	1.0
n69307	0.002196546329812761	0.9978034536701872
24792	0.0	1.0
87409	0.0	1.0
sensitive	0.0	1.0
n69257	0.0003411577511074381	0.9996588422488925
n69258	0.0006442184306939846	0.9993557815693059
n69302	0.0021958425450853023	0.9978041574549147
n69259	0.0021527814481347254	0.9978472185518652
n69262	0.0006960417080375334	0.9993039582919624
n69303	0.0015763497177721608	0.9984236502822278
24372	0.0	1.0
20442	0.0	1.0
43720	0.0	1.0
10866	0.0	1.0
15028	0.0	1.0
n69265	0.0006962442021999443	0.9993037557978001
n69272	0.001070837693098686	0.9989291623069013
29525	0.0	1.0
46849	0.0	1.0
n69266	0.001449202114381978	0.998550797885618
n69269	0.0012420262097352843	0.9987579737902648
n69273	0.0016117099717623648	0.9983882900282376
n69276	0.0002730751317933695	0.9997269248682067
38558	0.0	1.0
22095	0.0	1.0
3026	0.0	1.0
65666	0.0	1.0
32868	0.0	1.0
31334	0.0	1.0
n69277	2.381510691214478e-07	0.9999997618489309
n69280	0.00027289224686950043	0.9997271077531305
82001	0.0	1.0
58929	0.0	1.0
76973	0.0	1.0
n69282	0.0002730364146687997	0.9997269635853312
68419	0.0	1.0
n69284	0.0009576461020032354	0.9990423538979967
n69285	0.00027019508217716615	0.9997298049178228
n69299	0.0009950100589750557	0.9990049899410249
n69286	0.0002701059027926322	0.9997298940972074
62973	0.0	1.0
67034	0.0	1.0
4530	0.0	1.0
5836	0.0	1.0
n69287	0.00044851215562761814	0.9995514878443724
n69292	0.00027103480754960083	0.9997289651924505
n69288	0.0004538220814570628	0.9995461779185428
82140	0.0	1.0
n69293	0.0003314910624664163	0.9996685089375337
17822	0.0	1.0
86625	0.0	1.0
60990	0.0	1.0
4061	0.0	1.0
26098	0.0	1.0
sensitive	0.0	1.0
n69251	1.5075162349054968e-08	0.9999999849248377
n69252	0.000873979590415699	0.9991260204095843
10882	0.0	1.0
83895	0.0	1.0
41714	0.0	1.0
57677	0.0	1.0
sensitive	0.0	1.0
69104	0.0	1.0
sensitive	0.0	1.0
n69212	0.0013286258304816467	0.9986713741695183
56332	0.0	1.0
n69214	0.001328713163016247	0.9986712868369837
67949	0.0	1.0
n69216	0.001294639808929281	0.9987053601910708
44264	0.0	1.0
53882	0.0	1.0
n69219	0.0009025370596620746	0.999097462940338
n69220	0.0007937570355961051	0.999206242964404
16865	0.0	1.0
1604	0.0	1.0
n69222	4.0018189585291063e-07	0.999999599818104
n69223	0.0008711644935321744	0.9991288355064678
n69226	6.71104118202877e-08	0.9999999328895881
74528	0.0	1.0
47721	0.0	1.0
27074	0.0	1.0
n69228	2.8123837260464513e-06	0.999997187616274
53709	0.0	1.0
60851	0.0	1.0
n69231	2.7865770588373185e-06	0.9999972134229411
50456	0.0	1.0
n69233	4.5898880684861836e-05	0.9999541011193152
n69236	2.875088744050185e-06	0.999997124911256
86272	0.0	1.0
56867	0.0	1.0
n69237	0.0001983702491670539	0.9998016297508329
n69241	9.190844281780433e-06	0.9999908091557183
6934	0.0	1.0
54004	0.0	1.0
1505	0.0	1.0
78500	0.0	1.0
19042	0.0	1.0
n69244	9.245945083993426e-06	0.999990754054916
6774	0.0	1.0
71663	0.0	1.0
sensitive	0.0	1.0
n69209	0.001466525251051631	0.9985334747489484
60569	0.0	1.0
37108	0.0	1.0
sensitive	0.0	1.0
55763	0.0	1.0
sensitive	0.0	1.0
n69189	0.0014944374663255426	0.9985055625336745
74168	0.0	1.0
n69191	0.0014945218881109665	0.9985054781118889
n69192	0.002911285282597113	0.9970887147174029
n69197	0.0014946750617743836	0.9985053249382255
60568	0.0	1.0
n69194	1.3683902113532293e-08	0.9999999863160979
n69198	0.0009518055356628149	0.9990481944643372
n69201	0.0010403040636363014	0.9989596959363637
29445	0.0	1.0
37778	0.0	1.0
34309	0.0	1.0
8025	0.0	1.0
69764	0.0	1.0
n69203	0.0004946040235581059	0.9995053959764418
65075	0.0	1.0
20688	0.0	1.0
sensitive	0.0	1.0
n69183	0.0011697415744863987	0.9988302584255137
83677	0.0	1.0
n69185	0.0011700782334586397	0.9988299217665414
50396	0.0	1.0
24290	0.0	1.0
sensitive	0.0	1.0
n69149	0.0005909610151372678	0.9994090389848628
47476	0.0	1.0
n69151	0.0005913426597130775	0.9994086573402869
n69152	0.0004873546794558405	0.9995126453205442
n69155	0.0018808211276057428	0.9981191788723942
59426	0.0	1.0
64516	0.0	1.0
n69156	5.00667420262174e-07	0.9999994993325797
n69161	0.0019178422741145396	0.9980821577258855
n69157	0.0009342025253030868	0.9990657974746968
73838	0.0	1.0
n69162	0.003172694883081394	0.9968273051169186
n69170	0.0018589666995094747	0.9981410333004904
915	0.0	1.0
74681	0.0	1.0
n69163	5.925433416740575e-06	0.9999940745665833
n69167	0.0019341056340923615	0.9980658943659076
n69171	0.0009064150718276011	0.9990935849281724
n69177	0.0013232523064506192	0.9986767476935494
55936	0.0	1.0
2590	0.0	1.0
80812	0.0	1.0
47358	0.0	1.0
37972	0.0	1.0
36909	0.0	1.0
n69173	0.00011441739045954232	0.9998855826095404
n69178	0.00026887264186313694	0.999731127358137
31014	0.0	1.0
44441	0.0	1.0
41036	0.0	1.0
38311	0.0	1.0
