node	RT_T215D	RT_T215F	RT_T215S	RT_T215Y	sensitive
sensitive	0.0	0.0	0.0	0.0	1.0
52170	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n66295	0.1042496104271929	0.0014419424684198275	0.0008161050630372866	0.004861179254896531	0.8886311627864535
56303	0.0	0.0	0.0	0.0	1.0
n66297	0.9999994342076208	3.3272874768470186e-09	1.8831653935618796e-09	1.1217188765686911e-08	5.493647376094509e-07
56806	1.0	0.0	0.0	0.0	0.0
n66299	0.9999999990015955	5.871508701870466e-12	3.323133955902625e-12	1.9794448753392925e-11	9.694153307943728e-10
n66300	0.9999999999999738	2.2129804553116004e-16	1.2524941830456754e-16	7.460557488566933e-16	2.5025858062099124e-14
n66312	0.9999999999935002	3.8353595452140246e-14	2.1707220724608136e-14	1.2930037546293716e-13	6.310479504743687e-12
n66301	1.0	1.9113358143797047e-23	1.0817705071057073e-23	6.443631568869331e-23	2.1614648077349755e-21
45508	1.0	0.0	0.0	0.0	0.0
71418	1.0	0.0	0.0	0.0	0.0
28173	1.0	0.0	0.0	0.0	0.0
64252	1.0	0.0	0.0	0.0	0.0
n66314	0.9999999999999862	1.0051738452000814e-16	5.689044343075706e-17	3.3887137322517204e-16	1.3296377740506469e-14
n66302	1.0	1.4459352173196393e-19	8.183648637324859e-20	4.874639894656335e-19	1.6351590667573532e-17
29566	1.0	0.0	0.0	0.0	0.0
80540	1.0	0.0	0.0	0.0	0.0
12542	1.0	0.0	0.0	0.0	0.0
n66315	1.0	1.0147260937294691e-24	5.743107792616565e-25	3.4209169535352656e-24	1.1478228524014467e-22
n66459	0.9999995399124234	3.898259223473516e-09	2.2063217909067544e-09	1.3142089426165021e-08	4.4084090611732346e-07
83528	1.0	0.0	0.0	0.0	0.0
70385	1.0	0.0	0.0	0.0	0.0
84701	1.0	0.0	0.0	0.0	0.0
n66316	0.999999999999987	1.0960144967965183e-16	6.203180775846853e-17	3.6949622135283737e-16	1.2394455991302962e-14
n66393	0.9999984797580928	1.2880802132000181e-08	7.290226944648248e-09	4.3424678502690016e-08	1.4566461997025676e-06
n66396	0.9999991934098358	6.834117093603379e-09	3.86794735825446e-09	2.3039662794150964e-08	7.728484368269375e-07
n66410	0.9999999999998874	9.52752014141596e-16	5.392349275987502e-16	3.2119855178976068e-15	1.077434919375488e-13
n66437	0.9999978822314353	1.794356392482977e-08	1.0155629429539195e-08	6.04926220155517e-08	2.0291767494269125e-06
77243	1.0	0.0	0.0	0.0	0.0
n66461	0.9999998454467411	1.3095086614860676e-09	7.411506853675699e-10	4.414708962902933e-09	1.4808789046549105e-07
64183	1.0	0.0	0.0	0.0	0.0
n66318	1.0	4.5372781313207915e-37	2.567991259344157e-37	1.5296395528070768e-36	5.131054284317048e-35
14381	1.0	0.0	0.0	0.0	0.0
49988	1.0	0.0	0.0	0.0	0.0
37020	1.0	0.0	0.0	0.0	0.0
n66398	0.9999999994654626	1.7200549163836388e-12	9.735100787350963e-13	5.798771767898613e-12	5.260452206168265e-10
n66411	0.9999988780249823	9.506341147548086e-09	5.380362470338771e-09	3.204845504486188e-08	1.0750398588338373e-06
n66416	0.9999999876543479	1.046030239855419e-10	5.920281797176153e-11	3.5264517228291396e-10	1.182920099264622e-08
n66426	0.999999974795064	2.1355798220411214e-10	1.2086872697479828e-10	7.199618955296157e-10	2.4150547458604814e-08
n66429	0.9999999995912047	3.463668016201912e-12	1.9603535276968393e-12	1.1676964563406595e-11	3.916944613486105e-10
78603	1.0	0.0	0.0	0.0	0.0
n66439	0.9999999012063479	8.370651263770268e-10	4.737589069533814e-10	2.8219736338028443e-09	9.466085440529209e-08
70196	1.0	0.0	0.0	0.0	0.0
n66463	0.9999999437569914	4.765393330727756e-10	2.6970990242300895e-10	1.6065433752112313e-09	5.389021595206076e-08
n66319	0.9999999999999997	1.6067438232115857e-18	9.093787011931468e-19	5.416769331919827e-18	3.234721661175716e-16
n66367	0.9999999999989067	9.262805473347029e-15	5.24252708432404e-15	3.122743021676957e-14	1.0474992359221892e-12
n66371	0.9999999999998771	1.041381764521037e-15	5.893972534921394e-16	3.510780451362145e-15	1.1776632962636534e-13
n66380	1.0	2.9898572859381957e-20	1.6921879494173094e-20	1.0079620048524921e-19	3.3811281382820353e-18
43807	1.0	0.0	0.0	0.0	0.0
49564	1.0	0.0	0.0	0.0	0.0
24040	1.0	0.0	0.0	0.0	0.0
n66399	0.034775127074288925	0.00017002706096943765	9.62312632781873e-05	0.0005732073502637205	0.9643854072511997
n66402	0.9999999999980228	6.509035074122538e-15	3.683958684773314e-15	2.1943723112887615e-14	1.9451121386204004e-12
8654	1.0	0.0	0.0	0.0	0.0
21452	1.0	0.0	0.0	0.0	0.0
n66413	0.9999991270158426	7.396675583244359e-09	4.186342052706959e-09	2.493620008284426e-08	8.364649397104423e-07
11238	1.0	0.0	0.0	0.0	0.0
n66418	0.9999999995263703	4.0129995150220035e-12	2.2712620606594805e-12	1.3528910077607197e-11	4.538164962912391e-10
71975	1.0	0.0	0.0	0.0	0.0
71535	1.0	0.0	0.0	0.0	0.0
n66430	0.9999999999872318	1.081843167660341e-13	6.12297443120207e-14	3.647186818379227e-13	1.223419723940684e-11
31648	1.0	0.0	0.0	0.0	0.0
n66434	0.9999999414652633	4.959568324491883e-10	2.8069974418138337e-10	1.6720050335075046e-09	5.6086075059632216e-08
49630	1.0	0.0	0.0	0.0	0.0
n66441	0.9999999999919116	6.853177725645892e-14	3.878735221609111e-14	2.310392135584784e-13	7.750026114560173e-12
n66464	0.9999999999693365	2.5980718585311887e-13	1.4704467371749962e-13	8.758805082745577e-13	2.938071294396924e-11
n66467	0.9999999999857461	1.207729371268242e-13	6.835460333940878e-14	4.071583363219902e-13	1.3657801594176612e-11
n66320	0.9999999991804747	6.943726121005393e-12	3.929983454823139e-12	2.3409184562061708e-11	7.852424222023656e-10
n66329	1.0	5.266177722065814e-22	2.98053105165966e-22	1.775371379633373e-21	5.955457612205255e-20
n66356	0.9978214542107361	6.0357084441983686e-06	3.4160670957456206e-06	2.0348010631585207e-05	0.002148746003092289
74147	1.0	0.0	0.0	0.0	0.0
60512	1.0	0.0	0.0	0.0	0.0
29621	1.0	0.0	0.0	0.0	0.0
9029	1.0	0.0	0.0	0.0	0.0
n66373	0.9999997764499099	1.8941093937373023e-09	1.0720207636782311e-09	6.385556631417271e-09	2.1419840332412079e-07
n66376	0.9999998365013623	1.3853016360433528e-09	7.840477021581499e-10	4.670227642499452e-09	1.5665906074057118e-07
14602	1.0	0.0	0.0	0.0	0.0
n66381	0.9999999891727669	9.173766699861082e-11	5.192133261102957e-11	3.092725635544648e-10	1.0374301431983538e-08
60468	1.0	0.0	0.0	0.0	0.0
6451	1.0	0.0	0.0	0.0	0.0
62293	0.0	0.0	0.0	0.0	1.0
39804	0.0	0.0	0.0	0.0	1.0
44907	1.0	0.0	0.0	0.0	0.0
n66404	0.9999999999269094	6.100303858300909e-13	3.4526265602545293e-13	2.056577929703057e-12	7.007880689507854e-11
16502	1.0	0.0	0.0	0.0	0.0
59896	1.0	0.0	0.0	0.0	0.0
24219	1.0	0.0	0.0	0.0	0.0
n66420	0.9999955543674256	3.766723787025891e-08	2.131875869516171e-08	1.2698647784804897e-07	4.25966009994792e-06
71075	1.0	0.0	0.0	0.0	0.0
85203	1.0	0.0	0.0	0.0	0.0
667	1.0	0.0	0.0	0.0	0.0
80536	1.0	0.0	0.0	0.0	0.0
85371	1.0	0.0	0.0	0.0	0.0
6944	1.0	0.0	0.0	0.0	0.0
n66443	0.9999999999998009	1.6863707402017704e-15	9.544456380043996e-16	5.685213271592571e-15	1.9070594399566859e-13
77865	1.0	0.0	0.0	0.0	0.0
20067	1.0	0.0	0.0	0.0	0.0
70156	1.0	0.0	0.0	0.0	0.0
57503	1.0	0.0	0.0	0.0	0.0
26190	1.0	0.0	0.0	0.0	0.0
n66321	0.9999913830861332	7.300993478415211e-08	4.1321882623142604e-08	2.4613629749251093e-07	8.256445751903876e-06
n66324	0.9999999991216453	7.442180011088748e-12	4.212096474098759e-12	2.5089607854296824e-11	8.416108810275981e-10
79887	1.0	0.0	0.0	0.0	0.0
54710	1.0	0.0	0.0	0.0	0.0
n66331	0.9999999997333374	2.2593953784342665e-12	1.2787639230599264e-12	7.617034786616682e-12	2.5550735566735793e-10
n66334	0.9999999999996667	2.8236821559961757e-15	1.5981367872754686e-15	9.519398602769778e-15	3.1932063232941865e-13
n66357	0.999999999846671	8.308711275295162e-13	4.702532512628046e-13	2.801091983278073e-12	1.492268404944645e-10
n66361	0.10533006318845069	0.0003690733315365628	0.00020888670740733847	0.0012442463288893967	0.892847730443716
12292	1.0	0.0	0.0	0.0	0.0
51696	1.0	0.0	0.0	0.0	0.0
11096	1.0	0.0	0.0	0.0	0.0
9739	1.0	0.0	0.0	0.0	0.0
19934	1.0	0.0	0.0	0.0	0.0
n66383	0.9999999983857318	1.3677473778196138e-11	7.741124104748718e-12	4.6110474756195273e-11	1.5467390925169942e-09
n66405	0.9999998002845907	1.6921613883958847e-09	9.577230068405258e-10	5.704735117637146e-09	1.913607897198011e-07
63776	1.0	0.0	0.0	0.0	0.0
n66421	0.9999999999894434	8.944350874011099e-14	5.062289372655572e-14	3.0153833366810166e-13	1.0114862860183886e-11
21229	1.0	0.0	0.0	0.0	0.0
63252	1.0	0.0	0.0	0.0	0.0
n66445	0.9999999999998911	9.213218030865077e-16	5.214461773981285e-16	3.106025749526647e-15	1.041891560336143e-13
n66454	0.9999991273473842	7.393866477100984e-09	4.184752165595353e-09	2.4926729823934456e-08	8.361472674299139e-07
82222	1.0	0.0	0.0	0.0	0.0
4457	1.0	0.0	0.0	0.0	0.0
34641	1.0	0.0	0.0	0.0	0.0
62845	1.0	0.0	0.0	0.0	0.0
45073	1.0	0.0	0.0	0.0	0.0
33429	1.0	0.0	0.0	0.0	0.0
69240	1.0	0.0	0.0	0.0	0.0
n66335	0.9999999999556416	3.758436250889555e-13	2.1271853216274053e-13	1.2670708252110294e-12	4.250288006584339e-11
n66348	0.999999999739375	2.208239945617775e-12	1.249811167566739e-12	7.44457594430566e-12	2.497223613756457e-10
18515	1.0	0.0	0.0	0.0	0.0
45898	1.0	0.0	0.0	0.0	0.0
40564	1.0	0.0	0.0	0.0	0.0
25162	1.0	0.0	0.0	0.0	0.0
85342	0.09848834426755217	0.0009190529057198887	0.0005201620355762714	0.003098376680959997	0.8969740641101918
n66363	0.004055924160833074	1.659171794818277e-05	9.390516833058682e-06	5.5935182477278444e-05	0.9958621584219084
n66384	0.9999999999951094	4.143786222473242e-14	2.345284219286863e-14	1.3969827550392994e-13	4.68606721187806e-12
19280	1.0	0.0	0.0	0.0	0.0
24496	1.0	0.0	0.0	0.0	0.0
49362	1.0	0.0	0.0	0.0	0.0
39455	1.0	0.0	0.0	0.0	0.0
87856	1.0	0.0	0.0	0.0	0.0
31930	1.0	0.0	0.0	0.0	0.0
57770	1.0	0.0	0.0	0.0	0.0
74789	1.0	0.0	0.0	0.0	0.0
n66449	0.9999999998854491	9.705742166544993e-13	5.493218693622423e-13	3.272068997668635e-12	1.0975894433676347e-10
37216	1.0	0.0	0.0	0.0	0.0
n66456	0.9999999975043081	2.1145656891978807e-11	1.1967937715091101e-11	7.128774612422238e-11	2.3912905761818667e-09
n66336	0.9999999999998789	1.0262030725521909e-15	5.808064756786296e-16	3.459608962810123e-15	1.1604982286333176e-13
78616	1.0	0.0	0.0	0.0	0.0
60282	1.0	0.0	0.0	0.0	0.0
n66350	0.9999991348822311	7.3300247468777304e-09	4.148619268195252e-09	2.4711502031317925e-08	8.289276228177876e-07
64144	0.0	0.0	0.0	0.0	1.0
48607	0.0	0.0	0.0	0.0	1.0
3265	0.0	0.0	0.0	0.0	1.0
4028	1.0	0.0	0.0	0.0	0.0
49597	1.0	0.0	0.0	0.0	0.0
n66450	0.999999999804602	1.655581505656196e-12	9.37019665228093e-13	5.581414408929824e-12	1.8722409394992153e-10
70859	1.0	0.0	0.0	0.0	0.0
31760	1.0	0.0	0.0	0.0	0.0
4414	1.0	0.0	0.0	0.0	0.0
33776	1.0	0.0	0.0	0.0	0.0
83796	1.0	0.0	0.0	0.0	0.0
n66339	0.9999998613762249	1.1745403216012826e-09	6.647618224676382e-10	3.959694072721677e-09	1.328247789481619e-07
55147	1.0	0.0	0.0	0.0	0.0
n66352	0.9999999999985012	1.2698008913175302e-14	7.18677034035297e-15	4.280843297088248e-14	1.4359747349285555e-12
80972	1.0	0.0	0.0	0.0	0.0
50583	1.0	0.0	0.0	0.0	0.0
1839	1.0	0.0	0.0	0.0	0.0
n66341	0.999999995211652	4.0571020434607456e-11	2.2962230404071973e-11	1.3677591665833003e-10	4.588039015622179e-09
42956	1.0	0.0	0.0	0.0	0.0
12535	1.0	0.0	0.0	0.0	0.0
n66342	0.9999999653629905	2.934746519422014e-10	1.6609965693402602e-10	9.893826703244304e-10	3.318805242715567e-08
82613	1.0	0.0	0.0	0.0	0.0
14350	1.0	0.0	0.0	0.0	0.0
66187	0.8095252705375396	0.0016138663785021312	0.0009134098976948671	0.005440781398128117	0.1825066717881353
31394	1.0	0.0	0.0	0.0	0.0
sensitive	0.0	0.0	0.0	0.0	1.0
21870	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n66289	3.752817720956599e-05	6.262443440859712e-05	3.54439369877982e-05	0.00021112395817727216	0.9996532794932167
80119	0.0	0.0	0.0	0.0	1.0
51531	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
38364	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
20095	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
48556	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n66278	0.0008536505970117767	0.001424513253651896	0.0008062405429691179	0.004802420643429978	0.9921131749629373
n66279	0.0008670069096704331	0.0014468013472451974	0.0008188550726229086	0.004877559853613359	0.9919897768168481
73541	0.0	0.0	0.0	0.0	1.0
51297	0.0	0.0	0.0	0.0	1.0
4364	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n66263	0.00022668508085938865	0.0003782764320902784	0.00021409544293044103	0.0012752724776243579	0.9979056705664956
n66264	0.00040816839067427764	0.0006811232655053743	0.0003854995311571495	0.0022962513143333497	0.9962289574983298
n66272	3.912918296049216e-08	6.529608240995825e-08	3.6956026067852645e-08	2.2013080839844323e-07	0.9999996384879002
63955	0.0	0.0	0.0	0.0	1.0
n66266	7.66034876046367e-05	0.0001278306179961101	7.234908246522135e-05	0.0004309516932560226	0.999292265118678
6251	0.0	0.0	0.0	0.0	1.0
n66274	1.4278408587707366e-06	2.382682369747771e-06	1.348541421137116e-06	8.032668681655915e-06	0.9999868082666687
86264	0.0	0.0	0.0	0.0	1.0
18157	0.0	0.0	0.0	0.0	1.0
10624	0.0	0.0	0.0	0.0	1.0
n66269	7.02171229405101e-05	0.00011717349301014002	6.631740377556983e-05	0.00039502363368828564	0.9993512683465855
31434	0.0	0.0	0.0	0.0	1.0
86237	0.0	0.0	0.0	0.0	1.0
56724	0.0	0.0	0.0	0.0	1.0
65385	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
25243	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
5616	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
85703	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
32966	0.0	0.0	0.0	0.0	1.0
sensitive	0.0	0.0	0.0	0.0	1.0
n65711	0.00033888703649355585	0.00056551131887655	0.0003200659254081098	0.001906492077138451	0.9968690436420834
n65712	0.000701427361883613	0.0011704936152741978	0.0006624714831548797	0.003946051527836068	0.9935195560118513
n65715	7.009048172276323e-08	1.1696216287838524e-07	6.619779595884014e-08	3.9431118248102846e-07	0.999999352438377
48321	0.0	0.0	0.0	0.0	1.0
64177	0.0	0.0	0.0	0.0	1.0
57504	0.0	0.0	0.0	0.0	1.0
n65717	3.1760157967339273e-09	5.299916162529024e-09	2.9996262046800063e-09	1.7867455232253876e-08	0.9999999706569866
n65718	1.4742160395369355e-06	2.460070073655207e-06	1.392341016723549e-06	8.293563626536182e-06	0.9999863798092435
n65792	2.4677368221707123e-10	4.117989048461353e-10	2.3306836337682e-10	1.3882858278117522e-09	0.9999999977200733
n65719	2.678073921015152e-06	4.468985095424183e-06	2.529339029046454e-06	1.5066161176406005e-05	0.999975257440778
n65749	1.4376017816814464e-11	2.3989707248462785e-11	1.3577602418290489e-11	8.087581145665678e-11	0.9999999998671808
n65786	6.240580047385828e-05	0.00010413849669988635	5.893990660182462e-05	0.00035107912477837206	0.9994234366714461
n65793	5.327571766805839e-23	8.890284406949039e-23	5.0316890411747955e-23	2.9971560638304057e-22	1.0
73540	0.0	0.0	0.0	0.0	1.0
n66178	1.05274297013081e-05	1.7567448776932238e-05	9.942757221939562e-06	5.922463581328978e-05	0.9999027377284866
n66182	1.2414551315300043e-09	2.0716547201738232e-09	1.1725071859848302e-09	6.984110094249153e-09	0.9999999885302728
n66231	3.084048050722798e-08	5.1464467295315605e-08	2.9127661641210055e-08	1.7350068137909142e-07	0.9999997150667091
n66236	3.894943200130957e-08	6.49961264038258e-08	3.67862581189542e-08	2.1911957532477505e-07	0.9999996401486081
46132	0.0	0.0	0.0	0.0	1.0
n65721	2.681595073284144e-06	4.474860951533069e-06	2.532664623531088e-06	1.5085970281447865e-05	0.9999752249090702
10995	0.0	0.0	0.0	0.0	1.0
49898	0.0	0.0	0.0	0.0	1.0
n65752	8.630338298178114e-13	1.4401713455469736e-12	8.151026497125847e-13	4.855208319192816e-12	0.9999999999920265
986	0.0	0.0	0.0	0.0	1.0
n65760	9.157801927925653e-06	1.5281908390054124e-05	8.649195847364415e-06	5.151945911016126e-05	0.9999153916347245
n65787	3.9300886161296656e-06	6.558260887183465e-06	3.711819321484547e-06	2.2109676683503652e-05	0.9999636901544916
66199	0.0	0.0	0.0	0.0	1.0
n65794	1.847592962356629e-09	3.083135736616463e-09	1.7449813288606882e-09	1.0394087011872621e-08	0.9999999829302031
16199	0.0	0.0	0.0	0.0	1.0
28527	0.0	0.0	0.0	0.0	1.0
n65815	1.892979674579438e-06	3.1588739523775695e-06	1.7878473534780124e-06	1.0649421084711354e-05	0.9999825108779349
61535	0.0	0.0	0.0	0.0	1.0
30162	0.0	0.0	0.0	0.0	1.0
19774	0.0	0.0	0.0	0.0	1.0
26011	0.0	0.0	0.0	0.0	1.0
n65827	5.385439142749756e-10	8.986849493736017e-10	5.086342578306431e-10	3.029710774362696e-09	0.9999999950244262
12361	0.0	0.0	0.0	0.0	1.0
40422	0.0	0.0	0.0	0.0	1.0
n65840	3.5256174279136917e-07	5.883307258203531e-07	3.32981165752445e-07	1.9834224887697964e-06	0.999996742703877
8023	0.0	0.0	0.0	0.0	1.0
60590	0.0	0.0	0.0	0.0	1.0
n65847	2.6576974056692443e-07	4.4349821716576034e-07	2.5100941847813467e-07	1.4951528095516807e-06	0.9999975445698142
n66165	1.6209427354635255e-12	2.7049174664217993e-12	1.5309188041766575e-12	9.1190106137775e-12	0.9999999999850242
75120	0.0	0.0	0.0	0.0	1.0
46190	0.0	0.0	0.0	0.0	1.0
54419	0.0	0.0	0.0	0.0	1.0
294	0.0	0.0	0.0	0.0	1.0
9192	0.0	0.0	0.0	0.0	1.0
55996	0.0	0.0	0.0	0.0	1.0
n66183	5.488237242119032e-05	9.158391873621142e-05	5.183431475967608e-05	0.0003087542364505608	0.9994929451576324
n66188	2.8584418680733834e-08	4.769970688379716e-08	2.6996896995426704e-08	1.608086526657789e-07	0.9999997359103248
n66226	1.358147650946796e-05	2.2663831501581083e-05	1.2827188352759633e-05	7.640592460855313e-05	0.9998745215790277
54020	0.0	0.0	0.0	0.0	1.0
n66233	7.431310947248955e-09	1.2400859289996517e-08	7.018590737305714e-09	4.180666097551292e-08	0.9999999313425781
n66237	1.9667891163700944e-06	3.282042059380004e-06	1.8575575658691896e-06	1.1064654188485077e-05	0.9999818289570699
n66248	0.00016547123877716838	0.00027612699336403336	0.00015628129572506624	0.0009308990068994722	0.9984712214652344
n65722	2.2053921302236812e-11	3.680206316261596e-11	2.0829090435308775e-11	1.2406973918976956e-10	0.9999999997962452
n65744	7.256084460901025e-05	0.00012108453412149945	6.853095981031587e-05	0.0004082088143261948	0.999329614847133
16483	0.0	0.0	0.0	0.0	1.0
14140	0.0	0.0	0.0	0.0	1.0
55768	0.0	0.0	0.0	0.0	1.0
n65756	1.9437514554278195e-09	3.2435983993388967e-09	1.8357993707342526e-09	1.093505018085853e-08	0.9999999820418005
n65761	2.1400867903663864e-06	3.571229268173531e-06	2.021230632188299e-06	1.2039582724787277e-05	0.9999802278705845
n65783	2.292246168476433e-05	3.8251423463625944e-05	2.16493938147603e-05	0.00012895592597075904	0.9997882207950661
30505	0.0	0.0	0.0	0.0	1.0
77951	0.0	0.0	0.0	0.0	1.0
17864	0.0	0.0	0.0	0.0	1.0
28941	0.0	0.0	0.0	0.0	1.0
56534	0.0	0.0	0.0	0.0	1.0
n65797	7.918180878874416e-09	1.3213314260253505e-08	7.478420882570209e-09	4.454566709638744e-08	0.9999999268444169
n65804	6.513863417726826e-09	1.0869886114426383e-08	6.15209641640103e-09	3.664533505309911e-08	0.999999939818819
n65816	3.5794314908842288e-06	5.973108455792731e-06	3.3806369946127356e-06	2.0136969087516056e-05	0.9999669298539713
24065	0.0	0.0	0.0	0.0	1.0
n65828	4.7609015578387e-07	7.944664236414312e-07	4.496490567043368e-07	2.678361850004901e-06	0.999995601432514
10372	0.0	0.0	0.0	0.0	1.0
65931	0.0	0.0	0.0	0.0	1.0
n65833	1.1070344916651316e-10	1.8473428252109736e-10	1.0455520007482922e-10	6.227893841311624e-10	0.9999999989772177
n65841	3.511334689013746e-07	5.859473208379581e-07	3.3163221534977574e-07	1.975387383964865e-06	0.9999967558996109
6958	0.0	0.0	0.0	0.0	1.0
n65848	3.8089349902966624e-06	6.356088070423032e-06	3.5973943267428945e-06	2.14280972694395e-05	0.9999648094853432
n65856	3.741997387872568e-16	6.244387215114559e-16	3.534174305445693e-16	2.105152338215065e-15	0.9999999999999966
27068	0.0	0.0	0.0	0.0	1.0
n66155	2.5318887271321064e-06	4.225041323929113e-06	2.3912726696918304e-06	1.4243760541620207e-05	0.9999766080367377
n66166	2.4587826051192584e-16	4.1030468684751596e-16	2.322226716098722e-16	1.3832484135623866e-15	0.9999999999999978
69020	0.0	0.0	0.0	0.0	1.0
n66184	1.4544272237712807e-08	2.4270478624239038e-08	1.3736512323744644e-08	8.182236793667219e-08	0.9999998656263688
75616	0.0	0.0	0.0	0.0	1.0
n66189	2.610333616128898e-16	4.355944745596421e-16	2.4653608857831884e-16	1.468507148969249e-15	0.9999999999999976
n66223	8.53818025448052e-05	0.00014247926466814888	8.063986727634902e-05	0.00048033625531310675	0.9992111628101975
n66227	0.00019686749613684595	0.00032851890274766793	0.00018593386747921614	0.0011075263471700208	0.9981811533864662
46057	0.0	0.0	0.0	0.0	1.0
27694	0.0	0.0	0.0	0.0	1.0
53835	0.0	0.0	0.0	0.0	1.0
15925	0.0	0.0	0.0	0.0	1.0
n66239	1.9437189763666847e-06	3.2435442005212363e-06	1.8357686954954883e-06	1.0934867461940252e-05	0.9999820421006657
n66249	0.00010847183393922326	0.00018101031690863963	0.00010244752431281773	0.0006102348857529678	0.9989978354390863
n66252	1.8039227885474505e-09	3.0102619617977964e-09	1.7037365095321286e-09	1.0148409746563473e-08	0.9999999833336689
6110	0.0	0.0	0.0	0.0	1.0
6260	0.0	0.0	0.0	0.0	1.0
n65725	1.772948089705527e-05	2.9585735202004347e-05	1.6744820837752252e-05	9.974153987048751e-05	0.9998361984231927
n65740	2.8063541430975823e-10	4.683050284598191e-10	2.650494823075037e-10	1.5787833004234573e-09	0.9999999974072269
52316	0.0	0.0	0.0	0.0	1.0
58932	0.0	0.0	0.0	0.0	1.0
n65746	1.8369407348509339e-06	3.0653600338688797e-06	1.7349207048558718e-06	1.0334160295425706e-05	0.9999830286182311
66270	0.0	0.0	0.0	0.0	1.0
79569	0.0	0.0	0.0	0.0	1.0
n65762	1.2089202515869726e-09	2.017362755935693e-09	1.1417792284779451e-09	6.801077153585995e-09	0.9999999888308606
n65770	4.59060920726425e-07	7.660492104118021e-07	4.3356559144686004e-07	2.582559714719137e-06	0.9999957587645627
11280	0.0	0.0	0.0	0.0	1.0
59865	0.0	0.0	0.0	0.0	1.0
n65798	3.0573113205797716e-05	5.101830317873935e-05	2.8875143387217248e-05	0.00017199654109937803	0.9997175368991289
n65801	2.2488647176208607e-06	3.7527503725002973e-06	2.123967250003249e-06	1.2651539613501555e-05	0.9999792228780464
n65805	1.2908565085543165e-08	2.154092331728397e-08	1.2191649089161176e-08	7.262029647829871e-08	0.999999880738566
n65808	7.10780397924163e-07	1.1861013168892223e-06	6.71305070201078e-07	3.998669324294144e-06	0.9999934331438907
29998	0.0	0.0	0.0	0.0	1.0
6748	0.0	0.0	0.0	0.0	1.0
77722	0.0	0.0	0.0	0.0	1.0
n65818	1.6835653577327872e-05	2.8094177803831204e-05	1.5900634907231885e-05	9.471309522703904e-05	0.9998444564384845
12658	0.0	0.0	0.0	0.0	1.0
12637	0.0	0.0	0.0	0.0	1.0
67832	0.0	0.0	0.0	0.0	1.0
58960	0.0	0.0	0.0	0.0	1.0
n65835	3.824257759930171e-11	6.381657651820848e-11	3.611866100267514e-11	2.1514299265267817e-10	0.9999999996466792
2246	0.0	0.0	0.0	0.0	1.0
43850	0.0	0.0	0.0	0.0	1.0
n65849	3.806349729303617e-06	6.351773965141978e-06	3.5949526459966575e-06	2.141355325013577e-05	0.9999648333704094
48231	0.0	0.0	0.0	0.0	1.0
n65857	4.242983622274712e-06	7.080398498069433e-06	4.007336762144433e-06	2.386994422387345e-05	0.9999607993368937
n65863	2.9535816103673294e-06	4.928733330052047e-06	2.7895455700282355e-06	1.6616097203394254e-05	0.9999727120422861
n65869	4.569578620698808e-06	7.625397711401123e-06	4.315793324796856e-06	2.570728442835904e-05	0.9999577819459148
16639	0.0	0.0	0.0	0.0	1.0
49403	0.0	0.0	0.0	0.0	1.0
76	0.0	0.0	0.0	0.0	1.0
n65886	5.444713906726628e-11	9.085763132627291e-11	5.1423253399425955e-11	3.063057245524717e-10	0.9999999994969664
80877	0.0	0.0	0.0	0.0	1.0
n65904	8.658919506139729e-10	1.4449407804526857e-09	8.178020361719107e-10	4.871287378190666e-09	0.9999999920000778
n65923	5.503126738311519e-09	9.18323843817653e-09	5.197494039195221e-09	3.095918815495671e-08	0.9999999491569526
n65926	4.756939881398072e-09	7.938053263943713e-09	4.492748914222247e-09	2.6761331118317357e-08	0.999999956050927
39226	0.0	0.0	0.0	0.0	1.0
19045	0.0	0.0	0.0	0.0	1.0
n66158	9.957130346880945e-05	0.00016615772538697976	9.404131157859213e-05	0.0005601627702782999	0.9990800668892872
20454	0.0	0.0	0.0	0.0	1.0
81140	0.0	0.0	0.0	0.0	1.0
10716	0.0	0.0	0.0	0.0	1.0
67483	0.0	0.0	0.0	0.0	1.0
8042	0.0	0.0	0.0	0.0	1.0
36374	0.0	0.0	0.0	0.0	1.0
10701	0.0	0.0	0.0	0.0	1.0
54297	0.0	0.0	0.0	0.0	1.0
55529	0.0	0.0	0.0	0.0	1.0
n66191	1.5133645942921256e-07	2.5253984823803933e-07	1.4293153387152022e-07	8.513803415713266e-07	0.999998601811817
55596	0.0	0.0	0.0	0.0	1.0
